"","Yr","Area","River","Escapement","Expl","R","S","Survival","EO","Popn","Population","WildLice"
"6591",1971,12,"KINGCOME RIVER",7500,0.417602208,12877.7960751609,200,4.164942506292,"O","255","KINGCOME RIVER O",0
"6592",1972,12,"KINGCOME RIVER",75000,0.495093597,148542.382418549,25000,1.78199449614664,"E","256","KINGCOME RIVER E",0
"6593",1973,12,"KINGCOME RIVER",20000,0.466323627,37475.8955274192,7500,1.60879491982316,"O","255","KINGCOME RIVER O",0
"6594",1974,12,"KINGCOME RIVER",190000,0.557995733,429860.103590357,75000,1.74597170172906,"E","256","KINGCOME RIVER E",0
"6595",1975,12,"KINGCOME RIVER",9000,0.307493388,12996.2658031632,20000,-0.431070203265987,"O","255","KINGCOME RIVER O",0
"6596",1976,12,"KINGCOME RIVER",275000,0.69227994,893669.395488874,190000,1.54831183091506,"E","256","KINGCOME RIVER E",0
"6597",1977,12,"KINGCOME RIVER",25000,0.642881521,70004.7784421707,9000,2.05133892584288,"O","255","KINGCOME RIVER O",0
"6598",1978,12,"KINGCOME RIVER",20000,0.535438691,43051.3682748384,275000,-1.85437708391026,"E","256","KINGCOME RIVER E",0
"6599",1979,12,"KINGCOME RIVER",300,0.597624993,745.573146395745,25000,-3.51247785722768,"O","255","KINGCOME RIVER O",0
"6600",1980,12,"KINGCOME RIVER",20000,0.445960806,36098.5291592927,20000,0.590519847444906,"E","256","KINGCOME RIVER E",0
"6601",1981,12,"KINGCOME RIVER",6000,0.445568795,10821.9017001397,300,3.5855448201694,"O","255","KINGCOME RIVER O",0
"6602",1982,12,"KINGCOME RIVER",24000,0.239768737,31569.34102564,20000,0.456454155362515,"E","256","KINGCOME RIVER E",0
"6603",1983,12,"KINGCOME RIVER",10000,0.439214304,17832.123877853,6000,1.08924207377244,"O","255","KINGCOME RIVER O",0
"6604",1984,12,"KINGCOME RIVER",22000,0.363600223,34569.4652875405,24000,0.364916955937485,"E","256","KINGCOME RIVER E",0
"6605",1985,12,"KINGCOME RIVER",9850,0.521287118,20576.0078125493,10000,0.721540634753418,"O","255","KINGCOME RIVER O",0
"6606",1986,12,"KINGCOME RIVER",31000,0.267575097,42325.1583514221,22000,0.65433921597514,"E","256","KINGCOME RIVER E",0
"6607",1987,12,"KINGCOME RIVER",7000,0.503395014,14095.7102673955,9850,0.358399059555927,"O","255","KINGCOME RIVER O",0
"6608",1988,12,"KINGCOME RIVER",92000,0.350754263,141702.89423094,31000,1.51974536706247,"E","256","KINGCOME RIVER E",0
"6609",1989,12,"KINGCOME RIVER",9000,0.724103169,32620.8893642566,7000,1.53904271215144,"O","255","KINGCOME RIVER O",0
"6610",1990,12,"KINGCOME RIVER",200000,0.664221614,595630.952851146,92000,1.86783269160312,"E","256","KINGCOME RIVER E",0
"6611",1991,12,"KINGCOME RIVER",3000,0.481413686,5784.957911558,9000,-0.44196349216078,"O","255","KINGCOME RIVER O",0
"6612",1992,12,"KINGCOME RIVER",31500,0.315936987,46048.3894047346,200000,-1.46862457938269,"E","256","KINGCOME RIVER E",0
"6613",1993,12,"KINGCOME RIVER",125,0.518137595,259.410152572496,3000,-2.44795715785803,"O","255","KINGCOME RIVER O",0
"6614",1994,12,"KINGCOME RIVER",20500,0.13366282,23662.8422203928,31500,-0.286081566837907,"E","256","KINGCOME RIVER E",0
"6616",1996,12,"KINGCOME RIVER",45600,0.018862085,46476.6464559674,20500,0.818525073537461,"E","256","KINGCOME RIVER E",0
"6618",1998,12,"KINGCOME RIVER",111750,0.031687856,115407.000410397,45600,0.928557297848938,"E","256","KINGCOME RIVER E",0
"6619",1999,12,"KINGCOME RIVER",4,0.001688128,4.00676393038026,500,-4.8266241828086,"O","255","KINGCOME RIVER O",0
"6620",2000,12,"KINGCOME RIVER",76034,0.233618801,99211.7240078589,111750,-0.119008040623121,"E","256","KINGCOME RIVER E",0
"6621",2001,12,"KINGCOME RIVER",1100,0.150603921,1295.03776529677,4,5.78000077497986,"O","255","KINGCOME RIVER O",12.1739692
"6622",2002,12,"KINGCOME RIVER",1711,0.108160486,1918.50660700822,76034,-3.67963353412841,"E","256","KINGCOME RIVER E",6.228714679
"6624",2004,12,"KINGCOME RIVER",23683,0.06162374,25238.2770212026,1711,2.69128377661364,"E","256","KINGCOME RIVER E",6.226036908
"6626",2006,12,"KINGCOME RIVER",3423,0.074,3696.54427645788,23683,-1.85735908729659,"E","256","KINGCOME RIVER E",0.906920939
"6627",2007,12,"KINGCOME RIVER",175,0.011066875,176.95837622994,54,1.18693049581179,"O","255","KINGCOME RIVER O",0.869532124
"6628",2008,12,"KINGCOME RIVER",2057,0.0262,2112.34339700144,3423,-0.482719413643692,"E","256","KINGCOME RIVER E",0.390081339
"6629",2009,12,"KINGCOME RIVER",536,0.049,563.617245005258,175,1.16958940358403,"O","255","KINGCOME RIVER O",0.202908529
"6630",2010,12,"KINGCOME RIVER",1276,0.129,1464.98277841561,2057,-0.339405123618588,"E","256","KINGCOME RIVER E",0.627256331
"7500",1962,12,"LULL CREEK",200,0.511452327,409.376630067379,1500,-1.29858479886473,"E","258","LULL CREEK E",0
"7502",1964,12,"LULL CREEK",750,0.559106731,1701.09197108201,200,2.14070829321744,"E","258","LULL CREEK E",0
"7504",1966,12,"LULL CREEK",3500,0.709759091,12058.9478997256,750,2.77748902111657,"E","258","LULL CREEK E",0
"7505",1967,12,"LULL CREEK",25,0.68330814,78.9410880342804,25,1.14982602832548,"O","257","LULL CREEK O",0
"7506",1968,12,"LULL CREEK",200,0.702556339,672.396242460181,3500,-1.64967043420943,"E","258","LULL CREEK E",0
"7507",1969,12,"LULL CREEK",25,0.355568067,38.7938566042475,25,0.439386074282651,"O","257","LULL CREEK O",0
"7508",1970,12,"LULL CREEK",400,0.661001531,1179.94633185202,200,1.77490686839602,"E","258","LULL CREEK E",0
"7509",1971,12,"LULL CREEK",1500,0.417602208,2575.55921503219,25,4.63494613553774,"O","257","LULL CREEK O",0
"7510",1972,12,"LULL CREEK",400,0.495093597,792.226039565595,400,0.683382207478527,"E","258","LULL CREEK E",0
"7511",1973,12,"LULL CREEK",1600,0.466323627,2998.07164219354,1500,0.692504187949008,"O","257","LULL CREEK O",0
"7512",1974,12,"LULL CREEK",1500,0.557995733,3393.63239676598,400,2.1381915830872,"E","258","LULL CREEK E",0
"7513",1975,12,"LULL CREEK",1600,0.307493388,2310.44725389568,1600,0.367437492951785,"O","257","LULL CREEK O",0
"7514",1976,12,"LULL CREEK",1500,0.69227994,4874.56033903022,1500,1.17856480540897,"E","258","LULL CREEK E",0
"7515",1977,12,"LULL CREEK",400,0.642881521,1120.07645507473,1600,-0.356606682808995,"O","257","LULL CREEK O",0
"7516",1978,12,"LULL CREEK",150,0.535438691,322.885262061288,1500,-1.53592335279173,"E","258","LULL CREEK E",0
"7517",1979,12,"LULL CREEK",200,0.597624993,497.04876426383,400,0.217223591406513,"O","257","LULL CREEK O",0
"7518",1980,12,"LULL CREEK",600,0.445960806,1082.95587477878,150,1.9768142085648,"E","258","LULL CREEK E",0
"7519",1981,12,"LULL CREEK",300,0.445568795,541.095085006985,200,0.995277654723573,"O","257","LULL CREEK O",0
"7520",1982,12,"LULL CREEK",650,0.239768737,855.002986111083,600,0.354175306242097,"E","258","LULL CREEK E",0
"7521",1983,12,"LULL CREEK",2550,0.439214304,4547.19158885251,300,2.71848261350272,"O","257","LULL CREEK O",0
"7522",1984,12,"LULL CREEK",450,0.363600223,707.102699063328,650,0.0842035528017973,"E","258","LULL CREEK E",0
"7523",1985,12,"LULL CREEK",2000,0.521287118,4177.869606609,2550,0.493708093953077,"O","257","LULL CREEK O",0
"7524",1986,12,"LULL CREEK",500,0.267575097,682.663844377776,450,0.416754980506136,"E","258","LULL CREEK E",0
"7525",1987,12,"LULL CREEK",6,0.503395014,12.0820373720533,2000,-5.10918262462942,"O","257","LULL CREEK O",0
"7526",1988,12,"LULL CREEK",7100,0.350754263,10935.7668373878,500,3.08518595910579,"E","258","LULL CREEK E",0
"7528",1990,12,"LULL CREEK",10000,0.664221614,29781.5476425573,7100,1.4337942110509,"E","258","LULL CREEK E",0
"7530",1992,12,"LULL CREEK",18800,0.315936987,27482.8482796511,10000,1.01097701817562,"E","258","LULL CREEK E",0
"7531",1993,12,"LULL CREEK",1591,0.518137595,3301.77242194273,300,2.39843222617151,"O","257","LULL CREEK O",0
"7532",1994,12,"LULL CREEK",9500,0.13366282,10965.7073704259,18800,-0.53908397838009,"E","258","LULL CREEK E",0
"7533",1995,12,"LULL CREEK",1815,0.337189177,2738.33790429822,1591,0.542988382714799,"O","257","LULL CREEK O",0
"7534",1996,12,"LULL CREEK",50000,0.018862085,50961.2351490871,9500,1.67977344998313,"E","258","LULL CREEK E",0
"7535",1997,12,"LULL CREEK",3600,0.316506018,5267.05442155597,1815,1.06538580528393,"O","257","LULL CREEK O",0
"7536",1998,12,"LULL CREEK",10000,0.031687856,10327.2483588722,50000,-1.5772371315585,"E","258","LULL CREEK E",0
"7537",1999,12,"LULL CREEK",150,0.001688128,150.25364738926,3600,-3.17636427585424,"O","257","LULL CREEK O",0
"7538",2000,12,"LULL CREEK",24300,0.233618801,31707.4584184835,10000,1.15396684155505,"E","258","LULL CREEK E",0
"7539",2001,12,"LULL CREEK",14049,0.150603921,16539.9868769585,150,4.70290088106869,"O","257","LULL CREEK O",12.1739692
"7540",2002,12,"LULL CREEK",29,0.108160486,32.5170611357325,24300,-6.61646671971267,"E","258","LULL CREEK E",6.228714679
"7541",2003,12,"LULL CREEK",79,0.074265328,85.3376268486571,14049,-5.10369102867324,"O","257","LULL CREEK O",0.692532577
"7542",2004,12,"LULL CREEK",2098,0.06162374,2235.7769366416,29,4.34504823931287,"E","258","LULL CREEK E",6.226036908
"7543",2005,12,"LULL CREEK",2755,0.071483675,2967.09915143387,79,3.62589218534223,"O","257","LULL CREEK O",2.657006199
"7544",2006,12,"LULL CREEK",89,0.074,96.1123110151188,2098,-3.08322237488815,"E","258","LULL CREEK E",0.906920939
"7545",2007,12,"LULL CREEK",701,0.011066875,708.844695641073,2755,-1.35753626609987,"O","257","LULL CREEK O",0.869532124
"7546",2008,12,"LULL CREEK",760,0.0262,780.447730540152,89,2.17123139878177,"E","258","LULL CREEK E",0.390081339
"7547",2009,12,"LULL CREEK",36690,0.049,38580.4416403786,701,4.00799284675148,"O","257","LULL CREEK O",0.202908529
"7548",2010,12,"LULL CREEK",380,0.129,436.280137772675,760,-0.555033878430311,"E","258","LULL CREEK E",0.627256331
"13365",1962,12,"WAKEMAN RIVER",15000,0.511452327,30703.2472550534,3500,2.17160545428437,"E","262","WAKEMAN RIVER E",0
"13366",1963,12,"WAKEMAN RIVER",35000,0.53910599,75939.3683593328,35000,0.774587175651692,"O","261","WAKEMAN RIVER O",0
"13367",1964,12,"WAKEMAN RIVER",3500,0.559106731,7938.4291983827,15000,-0.636334779371723,"E","262","WAKEMAN RIVER E",0
"13368",1965,12,"WAKEMAN RIVER",35000,0.407737058,59095.3738922264,35000,0.523804583923662,"O","261","WAKEMAN RIVER O",0
"13369",1966,12,"WAKEMAN RIVER",1500,0.709759091,5168.12052845383,3500,0.389746119782217,"E","262","WAKEMAN RIVER E",0
"13370",1967,12,"WAKEMAN RIVER",7500,0.68330814,23682.3264102841,35000,-0.390619012621664,"O","261","WAKEMAN RIVER O",0
"13371",1968,12,"WAKEMAN RIVER",3500,0.702556339,11766.9342430532,1500,2.05982830710724,"E","262","WAKEMAN RIVER E",0
"13372",1969,12,"WAKEMAN RIVER",15000,0.355568067,23276.3139625485,7500,1.1325332548426,"O","261","WAKEMAN RIVER O",0
"13373",1970,12,"WAKEMAN RIVER",75000,0.661001531,221239.937222253,3500,4.14648483287702,"E","262","WAKEMAN RIVER E",0
"13374",1971,12,"WAKEMAN RIVER",700000,0.417602208,1201927.63368169,15000,4.38363170725683,"O","261","WAKEMAN RIVER O",0
"13375",1972,12,"WAKEMAN RIVER",75000,0.495093597,148542.382418549,75000,0.683382207478527,"E","262","WAKEMAN RIVER E",0
"13376",1973,12,"WAKEMAN RIVER",80000,0.466323627,149903.582109677,700000,-1.54108803355809,"O","261","WAKEMAN RIVER O",0
"13377",1974,12,"WAKEMAN RIVER",81000,0.557995733,183256.149425363,75000,0.893396784241012,"E","262","WAKEMAN RIVER E",0
"13378",1975,12,"WAKEMAN RIVER",40000,0.307493388,57761.181347392,80000,-0.32570968760816,"O","261","WAKEMAN RIVER O",0
"13379",1976,12,"WAKEMAN RIVER",55000,0.69227994,178733.879097775,81000,0.791448835969003,"E","262","WAKEMAN RIVER E",0
"13380",1977,12,"WAKEMAN RIVER",25000,0.642881521,70004.7784421707,40000,0.55968404906516,"O","261","WAKEMAN RIVER O",0
"13381",1978,12,"WAKEMAN RIVER",25000,0.535438691,53814.210343548,55000,-0.0217956201619509,"E","262","WAKEMAN RIVER E",0
"13382",1979,12,"WAKEMAN RIVER",22000,0.597624993,54675.3640690213,25000,0.782537400456573,"O","261","WAKEMAN RIVER O",0
"13383",1980,12,"WAKEMAN RIVER",25000,0.445960806,45123.1614491158,25000,0.590519847444906,"E","262","WAKEMAN RIVER E",0
"13384",1981,12,"WAKEMAN RIVER",184000,0.445568795,331871.652137617,22000,2.71370585086608,"O","261","WAKEMAN RIVER O",0
"13385",1982,12,"WAKEMAN RIVER",35000,0.239768737,46038.6223290583,25000,0.610604835189774,"E","262","WAKEMAN RIVER E",0
"13386",1983,12,"WAKEMAN RIVER",150000,0.439214304,267481.858167795,184000,0.374115986493722,"O","261","WAKEMAN RIVER O",0
"13387",1984,12,"WAKEMAN RIVER",4000,0.363600223,6285.35732500736,35000,-1.71712536744241,"E","262","WAKEMAN RIVER E",0
"13388",1985,12,"WAKEMAN RIVER",105000,0.521287118,219338.154346972,150000,0.379979328624734,"O","261","WAKEMAN RIVER O",0
"13389",1986,12,"WAKEMAN RIVER",24000,0.267575097,32767.8645301333,4000,2.10315393407636,"E","262","WAKEMAN RIVER E",0
"13390",1987,12,"WAKEMAN RIVER",38000,0.503395014,76519.5700230042,105000,-0.316413824746526,"O","261","WAKEMAN RIVER O",0
"13391",1988,12,"WAKEMAN RIVER",125000,0.350754263,192531.106292039,24000,2.08220390145293,"E","262","WAKEMAN RIVER E",0
"13392",1989,12,"WAKEMAN RIVER",85000,0.724103169,308086.17732909,38000,2.09279338063446,"O","261","WAKEMAN RIVER O",0
"13393",1990,12,"WAKEMAN RIVER",250000,0.664221614,744538.691063933,125000,1.78445108266407,"E","262","WAKEMAN RIVER E",0
"13394",1991,12,"WAKEMAN RIVER",1300,0.481413686,2506.81509500847,85000,-3.5236381955155,"O","261","WAKEMAN RIVER O",0
"13395",1992,12,"WAKEMAN RIVER",24000,0.315936987,35084.487165512,250000,-1.96370184618054,"E","262","WAKEMAN RIVER E",0
"13396",1993,12,"WAKEMAN RIVER",4700,0.518137595,9753.82173672586,1300,2.01529491673844,"O","261","WAKEMAN RIVER O",0
"13397",1994,12,"WAKEMAN RIVER",13600,0.13366282,15698.2758145045,24000,-0.424502944756621,"E","262","WAKEMAN RIVER E",0
"13398",1995,12,"WAKEMAN RIVER",2700,0.337189177,4073.56051879074,4700,-0.143045071352095,"O","261","WAKEMAN RIVER O",0
"13399",1996,12,"WAKEMAN RIVER",198000,0.018862085,201806.491190385,13600,2.69723948111401,"E","262","WAKEMAN RIVER E",0
"13400",1997,12,"WAKEMAN RIVER",30,0.316506018,43.8921201796331,2700,-4.11927224279159,"O","261","WAKEMAN RIVER O",0
"13401",1998,12,"WAKEMAN RIVER",170000,0.031687856,175563.222100827,198000,-0.120267812768673,"E","262","WAKEMAN RIVER E",0
"13403",2000,12,"WAKEMAN RIVER",369640,0.233618801,482318.721391285,170000,1.04280670617217,"E","262","WAKEMAN RIVER E",0
"13405",2002,12,"WAKEMAN RIVER",29286,0.108160486,32837.7466352091,369640,-2.42095089325728,"E","262","WAKEMAN RIVER E",6.228714679
"13406",2003,12,"WAKEMAN RIVER",2627,0.074265328,2837.74614849902,784,1.28635638604653,"O","261","WAKEMAN RIVER O",0.692532577
"13407",2004,12,"WAKEMAN RIVER",69412,0.06162374,73970.3282774865,29286,0.926554457438294,"E","262","WAKEMAN RIVER E",6.226036908
"13408",2005,12,"WAKEMAN RIVER",68,0.071483675,73.2351151715076,2627,-3.57992276828719,"O","261","WAKEMAN RIVER O",2.657006199
"13409",2006,12,"WAKEMAN RIVER",14661,0.074,15832.6133909287,69412,-1.47798781193617,"E","262","WAKEMAN RIVER E",0.906920939
"13410",2007,12,"WAKEMAN RIVER",739,0.011066875,747.269943051003,68,2.39691878422465,"O","261","WAKEMAN RIVER O",0.869532124
"13411",2008,12,"WAKEMAN RIVER",3646,0.0262,3744.09529677552,14661,-1.36501089546612,"E","262","WAKEMAN RIVER E",0.390081339
"13412",2009,12,"WAKEMAN RIVER",1817,0.049,1910.62039957939,739,0.949885363884716,"O","261","WAKEMAN RIVER O",0.202908529
"13413",2010,12,"WAKEMAN RIVER",2142,0.129,2459.24225028703,3646,-0.39377740210128,"E","262","WAKEMAN RIVER E",0.627256331
